sourcecommonname,year,month,day,person,avgtone,numarticles
wvtm13.com,2019,12,5,Maria Egler,3.2562125,1
wvtm13.com,2019,12,5,Maria Shriver,-1.0050251,1
wvtm13.com,2019,12,5,Marianne Williamson,-3.058104,1
wvtm13.com,2019,12,5,Mark Laita,1.2269939,1
wvtm13.com,2019,12,5,Marshal Jack Gray,3.1161473,1
wvtm13.com,2019,12,5,Mary Rizzo,3.2562125,1
wvtm13.com,2019,12,5,Matthew Daly,-4.676259,1
wvtm13.com,2019,12,5,Megan Louise Montgomery,-4.2253523,1
wvtm13.com,2019,12,5,Megan Montgomery,-4.2253523,1
wvtm13.com,2019,12,5,Michael Boylan,-6.1007957,1
wvtm13.com,2019,12,5,Michael Gerhardt,-4.676259,1
wvtm13.com,2019,12,5,Mike Pence,-4.676259,1
wvtm13.com,2019,12,5,Minna Sugimoto,-3.631285,1
wvtm13.com,2019,12,5,Nancy Pelosi,-4.676259,1
wvtm13.com,2019,12,5,Noah Feldman,-4.676259,1
wvtm13.com,2019,12,5,Noah Galloway,3.1161473,1
wvtm13.com,2019,12,5,Norman Bridwell,3.5947711,1
wvtm13.com,2019,12,5,Olympia Dukakis,3.2562125,1
wvtm13.com,2019,12,5,Padmananda Rama,-4.676259,1
wvtm13.com,2019,12,5,Pat Cipollone,-4.676259,1
wvtm13.com,2019,12,5,Paul Ferguson,-7.4074073,1
wvtm13.com,2019,12,5,Peter Acton,3.2562125,1
wvtm13.com,2019,12,5,Philip Davis,-2.5641026,1
wvtm13.com,2019,12,5,Rachel Drosdick-Sigafoos,3.2562125,1
wvtm13.com,2019,12,5,Rob Kinnaird,3.2562125,1
wvtm13.com,2019,12,5,Robert Chadwick,-3.631285,1
wvtm13.com,2019,12,5,Robert Mueller,-4.676259,1
wvtm13.com,2019,12,5,Rockefeller Christmas,3.2562125,1
wvtm13.com,2019,12,5,Rockefeller Plaza,3.2562125,1
wvtm13.com,2019,12,5,Roy Blunt,-4.676259,1
wvtm13.com,2019,12,5,Rudy Giuliani,-4.676259,1
wvtm13.com,2019,12,5,Santa Claus,3.1861799,2
wvtm13.com,2019,12,5,Scott Dawson,5.3097343,1
wvtm13.com,2019,12,5,Sean Kaiser,-8.370044,1
wvtm13.com,2019,12,5,Stephanie Grisham,-4.676259,1
wvtm13.com,2019,12,5,Steve Marshall,-9.793815,1
wvtm13.com,2019,12,5,Steven Spielberg,3.2562125,1
wvtm13.com,2019,12,5,Superstorm Sandy,3.2562125,1
wvtm13.com,2019,12,5,Taggart Houck,-8.370044,1
wvtm13.com,2019,12,5,Ted Cook,-4.2253523,1
wvtm13.com,2019,12,5,Tulsi Gabbard,-3.058104,1
wvtm13.com,2019,12,5,Valerie Clarebou,3.2562125,1
wvtm13.com,2019,12,5,Veronica Hilda Theriault,-6.1007957,1
wvtm13.com,2019,12,5,Vinnie Frohling,3.2562125,1
wvtm13.com,2019,12,5,Volodymyr Zelenskiy,-4.676259,1
wvtm13.com,2019,12,5,Wade Morris,5.3097343,1
wvtm13.com,2019,12,5,Walt Harris,-6.6860466,1
wvtm13.com,2019,12,5,Walt Harris Blanchard,-11.607142,1
wvtm13.com,2019,12,5,Wendy Williams,3.2562125,1
wvtm13.com,2019,12,5,Zeke Miller,-4.676259,1
wvtm13.com,2019,12,6,Abu Dhabi,2.0725389,1
wvtm13.com,2019,12,6,Alex Mcginley,-2.9968455,1
wvtm13.com,2019,12,6,Barbara Maushard,3.9189188,1
wvtm13.com,2019,12,6,Benoit Desclef,-1.4814814,1
wvtm13.com,2019,12,6,Black Hawk,-0.7751938,1
wvtm13.com,2019,12,6,Blair Heusdens,-0.7751938,1
wvtm13.com,2019,12,6,Bo Jackson,3.3492823,1
wvtm13.com,2019,12,6,Brian Martin,-2.0833333,1
wvtm13.com,2019,12,6,Carlos Rolon,1.25,1
wvtm13.com,2019,12,6,Charlotte Nebres Charlotte,2.020202,1
wvtm13.com,2019,12,6,Cheng Pei-Pei,1.171875,1
wvtm13.com,2019,12,6,Clark Griswold,6.4220185,1
wvtm13.com,2019,12,6,Danielle Nebres,2.020202,1
wvtm13.com,2019,12,6,David Morgan,-5.6825233,2
wvtm13.com,2019,12,6,Debbie Wingham,2.0725389,1
wvtm13.com,2019,12,6,Dena Abergel,2.020202,1
wvtm13.com,2019,12,6,Donald Trump,-2.0771265,2
wvtm13.com,2019,12,6,Donnie Yen,1.171875,1
wvtm13.com,2019,12,6,Edward Hudak Jr,-4.6403713,1
wvtm13.com,2019,12,6,Edward Moya,-1.1574074,1
wvtm13.com,2019,12,6,Ehelepola Niki Caro,1.171875,1
wvtm13.com,2019,12,6,George Balanchine,2.020202,1
wvtm13.com,2019,12,6,Ginza Tanaka,2.0725389,1
wvtm13.com,2019,12,6,Gongi Li,1.171875,1
wvtm13.com,2019,12,6,Hayden Mayberry,-0.68728524,1
wvtm13.com,2019,12,6,Indian Ocean,-6.0728745,1
wvtm13.com,2019,12,6,Jason Powell,-5.479452,1
wvtm13.com,2019,12,6,Jason Scott Lee,1.171875,1
wvtm13.com,2019,12,6,Jeanette Bokland,2.6232948,1
wvtm13.com,2019,12,6,Jeff Rossen,3.9189188,1
wvtm13.com,2019,12,6,Jensen Lefan,-0.68728524,1
wvtm13.com,2019,12,6,Johnny Williams,-1.529052,1
wvtm13.com,2019,12,6,Kai Misra,2.020202,1
wvtm13.com,2019,12,6,Kathy Bowers,-7.4626865,1
wvtm13.com,2019,12,6,Kathy Desclefs,-1.4814814,1
wvtm13.com,2019,12,6,King Salman,-2.9968455,1
wvtm13.com,2019,12,6,Kylie Harris,-5.7971015,1
wvtm13.com,2019,12,6,Liu Yifei,1.171875,1
wvtm13.com,2019,12,6,Lucy Samford,-2.9968455,1
wvtm13.com,2019,12,6,Maria Cruz,-5.7971015,1
wvtm13.com,2019,12,6,Mark Albert,3.9189188,1
wvtm13.com,2019,12,6,Mary Oconnell,-0.68728524,1
wvtm13.com,2019,12,6,Michael Archibald,-4.6641793,1
wvtm13.com,2019,12,6,Michelle Renee Scroggins,-4.6641793,1
wvtm13.com,2019,12,6,Misty Copeland,2.020202,1
wvtm13.com,2019,12,6,Nelson Lee,1.171875,1
wvtm13.com,2019,12,6,Randall Woodfin,0.9389671,1
wvtm13.com,2019,12,6,Rhondella Richardson,1.25,1
wvtm13.com,2019,12,6,Ron Yuan,1.171875,1
wvtm13.com,2019,12,6,Rosalind Chao,1.171875,1
wvtm13.com,2019,12,6,Ruby Delgadillo,-2.0833333,1
wvtm13.com,2019,12,6,Sheena Cossette,1.25,1
wvtm13.com,2019,12,6,Sheena Cossettein,1.25,1
wvtm13.com,2019,12,6,Soledad Obrien,3.9189188,1
wvtm13.com,2019,12,6,Sophia Thomopoulos,2.020202,1
wvtm13.com,2019,12,6,Tim Kinsella,-2.9968455,1
wvtm13.com,2019,12,6,Tim Walz,-0.7751938,1
wvtm13.com,2019,12,6,Timothy Kinsella Jr,-8.368201,1
wvtm13.com,2019,12,6,Timothy Posey,-1.529052,1
wvtm13.com,2019,12,6,Timothy Posey Timothy Posey,-1.529052,1
wvtm13.com,2019,12,6,Tua Tagovailoa,3.3492823,1
wvtm13.com,2019,12,6,Tzi Ma,1.171875,1
wvtm13.com,2019,12,6,Utkarsh Ambudkar,1.171875,1
wvtm13.com,2019,12,6,Van Cleef Arpels,2.0725389,1
wvtm13.com,2019,12,7,Alex Spiro,-6.088561,1
wvtm13.com,2019,12,7,Audrey Schoeman,-0.8752735,1
wvtm13.com,2019,12,7,Bill Cooper,-4.2183623,1
wvtm13.com,2019,12,7,Bill Johnson,-1.0204082,1
wvtm13.com,2019,12,7,Bruce Smith,-0.6920415,1
wvtm13.com,2019,12,7,Christmas Higinbotham,3.2258065,1
wvtm13.com,2019,12,7,Darrell Green,-0.6920415,1
wvtm13.com,2019,12,7,Dermot Shea,1.2269939,1
wvtm13.com,2019,12,7,Donald Trump,-2.5943499,4
wvtm13.com,2019,12,7,Ed Higinbotham,3.2258065,1
wvtm13.com,2019,12,7,Elon Musk,-6.088561,1
wvtm13.com,2019,12,7,Eric Trump,-1.5199038,2
wvtm13.com,2019,12,7,Hal Taylor,-5.920444,1
wvtm13.com,2019,12,7,Ivanka Trump,-1.5199038,2
wvtm13.com,2019,12,7,Javad Zarif,-2.2194822,1
wvtm13.com,2019,12,7,Jennah Maxwell,0.8888889,1
wvtm13.com,2019,12,7,Jerry Nadler,-5.11811,1
wvtm13.com,2019,12,7,Jordi Riera,-0.8752735,1
wvtm13.com,2019,12,7,Josh Bruegger,-3.030303,1
wvtm13.com,2019,12,7,Joshua Kaleb Watson,-4.2183623,1
wvtm13.com,2019,12,7,Joshua Watson,-4.2183623,1
wvtm13.com,2019,12,7,Justice Ruth Bader Ginsburg,-1.5199038,2
wvtm13.com,2019,12,7,Kay Ivey,-5.920444,1
wvtm13.com,2019,12,7,Lin Wood,-6.088561,1
wvtm13.com,2019,12,7,Lisa Kinney,-5.04886,1
wvtm13.com,2019,12,7,Los Angeles,-2.599836,2
wvtm13.com,2019,12,7,Massoud Soleimani,-2.2194822,1
wvtm13.com,2019,12,7,Mckay Christensen,-3.030303,1
wvtm13.com,2019,12,7,Michael Vick,-0.6920415,1
wvtm13.com,2019,12,7,Mike Pompeo,-2.2194822,1
wvtm13.com,2019,12,7,Nicole Tortoriello,-5.04886,1
wvtm13.com,2019,12,7,Nissan Hertz,-4.4117646,1
wvtm13.com,2019,12,7,Pat Cipollone,-5.11811,1
wvtm13.com,2019,12,7,Ralph Northam,-5.04886,1
wvtm13.com,2019,12,7,Riera Schoeman,-0.8752735,1
wvtm13.com,2019,12,7,Santa Claus,3.2258065,1
wvtm13.com,2019,12,7,Sean Mcgay,-4.4117646,1
wvtm13.com,2019,12,7,Sidney Hepburn,-4.4117646,1
wvtm13.com,2019,12,7,Stephen Murray,0.8888889,1
wvtm13.com,2019,12,7,Tanya Chutkan,-2.6041667,1
wvtm13.com,2019,12,7,Terrell Davis,-0.6920415,1
wvtm13.com,2019,12,7,Theresa May,-6.088561,1
